"","Ind_ID","label","GENDER","Car_Owner","Propert_Owner","CHILDREN","Annual_income","Type_Income","EDUCATION","Marital_status","Housing_type","Birthday_count","Employed_days","Mobile_phone","Work_Phone","Phone","EMAIL_ID","Type_Occupation","Family_Members"
"1438",5037169,0,"M","Y","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24510,365243,1,0,0,0,"",2
"1179",5065571,0,"M","Y","Y",0,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18218,-1539,1,0,0,0,"Drivers",2
"202",5021445,0,"F","N","Y",0,121500,"Working","Secondary / secondary special","Married","With parents",-13315,-5204,1,1,1,0,"Core staff",2
"392",5066507,0,"F","N","Y",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-17538,-7676,1,0,1,0,"Private service staff",1
"1206",5145968,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23018,365243,1,0,0,0,"",1
"1236",5009207,0,"F","N","N",0,292500,"State servant","Secondary / secondary special","Married","House / apartment",-20953,-8684,1,1,1,0,"Accountants",2
"1031",5069292,0,"F","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15461,-2605,1,1,1,0,"Managers",3
"182",5105227,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-17365,-2128,1,0,0,0,"Laborers",2
"383",5088699,0,"F","Y","Y",0,252000,"Working","Secondary / secondary special","Married","House / apartment",-17562,-1261,1,0,0,0,"Medicine staff",2
"1192",5069199,0,"F","Y","Y",1,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13591,-3246,1,0,0,0,"Sales staff",3
"1542",5117065,0,"F","N","Y",2,225000,"Working","Higher education","Married","House / apartment",NA,-1648,1,1,1,0,"Accountants",4
"1129",5105185,0,"M","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-16165,-848,1,1,0,0,"Laborers",2
"507",5146086,0,"M","N","N",0,148500,"Working","Secondary / secondary special","Single / not married","Municipal apartment",-14122,-1193,1,0,0,1,"Laborers",1
"840",5067003,0,"M","Y","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-18752,-11906,1,0,1,0,"Laborers",2
"667",5095905,0,"F","N","N",0,135000,"State servant","Secondary / secondary special","Single / not married","House / apartment",-15429,-1589,1,0,0,0,"Core staff",1
"1120",5036926,0,"F","Y","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11907,-2988,1,1,1,1,"Core staff",2
"1363",5038723,0,"M","Y","Y",1,270000,"Pensioner","Secondary / secondary special","Married","House / apartment",-15493,365243,1,0,0,0,"",3
"590",5028337,0,"F","Y","N",1,225000,"Working","Higher education","Single / not married","With parents",-13861,-5408,1,0,0,0,"Laborers",2
"569",5113406,0,"M","Y","Y",0,450000,"Commercial associate","Higher education","Single / not married","House / apartment",-10837,-588,1,0,0,1,"Sales staff",1
"1113",5091894,0,"M","N","N",0,157500,"Commercial associate","Higher education","Single / not married","House / apartment",-10192,-1600,1,0,0,0,"Sales staff",1
"1267",5010172,0,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-21300,-464,1,0,0,0,"Laborers",2
"633",5067730,0,"F","N","Y",1,135000,"Commercial associate","Incomplete higher","Married","House / apartment",-10288,-2616,1,1,1,0,"Managers",3
"1413",5033608,0,"F","N","N",0,67500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-18989,-171,1,0,0,0,"Laborers",2
"539",5069169,0,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-10314,-962,1,0,0,1,"Sales staff",2
"979",5068631,0,"F","Y","Y",0,216000,"Working","Secondary / secondary special","Married","House / apartment",-21216,-3641,1,0,0,0,"Managers",2
"468",5066562,0,"F","N","N",0,180000,"Commercial associate","Incomplete higher","Married","With parents",-8247,-430,1,1,0,1,"Sales staff",2
"1374",5085865,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-18199,-5190,1,0,0,0,"Cleaning staff",2
"1165",5117551,0,"M","Y","N",1,148500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12930,-2865,1,1,1,0,"Drivers",3
"1037",5068648,0,"M","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","With parents",-11344,-1054,1,0,0,0,"Drivers",1
"321",5028274,0,"F","Y","N",2,360000,"Working","Incomplete higher","Married","House / apartment",-12730,-2213,1,0,0,0,"Accountants",4
"221",5053637,0,"F","N","N",0,225000,"Pensioner","Higher education","Separated","House / apartment",-21944,365243,1,0,0,0,"",1
"566",5061207,0,"M","Y","Y",14,225000,"Working","Secondary / secondary special","Separated","House / apartment",-17754,-1689,1,0,0,0,"Drivers",15
"729",5037212,0,"M","Y","Y",0,292500,"State servant","Higher education","Married","House / apartment",-12678,-2368,1,0,0,0,"High skill tech staff",2
"1086",5054496,0,"F","Y","Y",0,225000,"Commercial associate","Higher education","Separated","House / apartment",-12102,-1185,1,0,0,0,"Waiters/barmen staff",1
"443",5117594,0,"F","N","N",0,144000,"Working","Secondary / secondary special","Single / not married","House / apartment",-16898,-7310,1,1,1,0,"Core staff",1
"878",5100352,0,"M","N","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",NA,-4967,1,1,1,0,"Laborers",2
"1539",5125816,0,"F","Y","N",0,450000,"Pensioner","Higher education","Married","House / apartment",-19783,-5521,1,1,1,0,"Managers",2
"1279",5112737,0,"M","Y","Y",0,315000,"Working","Higher education","Married","House / apartment",-18335,-2796,1,0,0,0,"Drivers",2
"298",5125281,0,"F","N","Y",1,90000,"Working","Secondary / secondary special","Married","House / apartment",-16280,-3694,1,0,0,1,"Sales staff",3
"940",5118108,0,"M","Y","N",0,90000,"Working","Secondary / secondary special","Single / not married","House / apartment",-8304,-1101,1,1,0,0,"Laborers",1
"240",5028984,0,"F","N","Y",0,193500,"Working","Secondary / secondary special","Separated","House / apartment",-19063,-2213,1,1,1,1,"Laborers",1
"324",5053610,0,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","Municipal apartment",-20589,-3680,1,0,0,0,"",2
"679",5088805,0,"M","Y","Y",0,225000,"State servant","Secondary / secondary special","Married","House / apartment",-13718,-3694,1,1,1,0,"High skill tech staff",2
"467",5089722,0,"F","N","N",0,315000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-17617,-3262,1,1,1,1,"Private service staff",1
"855",5088987,0,"F","N","N",2,171000,"Working","Secondary / secondary special","Married","House / apartment",-14622,-1160,1,1,1,0,"Core staff",4
"457",5050453,0,"M","N","Y",1,231750,"Working","Secondary / secondary special","Married","House / apartment",-14247,-135,1,0,0,0,"",3
"1071",5061500,0,"F","N","Y",1,135000,"Working","Incomplete higher","Married","House / apartment",-15948,-9359,1,0,0,0,"",3
"1420",5104981,0,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Separated","Municipal apartment",-21629,365243,1,0,0,0,"",1
"583",5135819,0,"F","N","Y",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19482,-2878,1,0,0,0,"Laborers",2
"588",5024352,0,"M","Y","Y",0,585000,"Commercial associate","Secondary / secondary special","Married","With parents",-16653,-1646,1,0,0,0,"Drivers",2
"1175",5046191,0,"M","Y","Y",2,270000,"Commercial associate","Higher education","Married","House / apartment",-17280,-565,1,1,0,0,"Managers",4
"177",5069057,0,"M","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17762,-2484,1,0,0,0,"Laborers",2
"1393",5023147,0,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-21135,365243,1,0,0,0,"",1
"1009",5126826,0,"F","N","N",1,157500,"Working","Secondary / secondary special","Civil marriage","With parents",-11680,-3695,1,0,0,0,"Sales staff",3
"850",5052678,0,"F","N","Y",1,135000,"Working","Higher education","Married","House / apartment",-15624,-8172,1,1,1,0,"High skill tech staff",3
"303",5010089,0,"F","N","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10304,-1682,1,0,0,0,"Laborers",2
"980",5021693,0,"M","Y","Y",2,337500,"Working","Incomplete higher","Married","House / apartment",-12418,-1678,1,0,1,0,"Laborers",4
"319",5024412,0,"M","Y","N",0,270000,"Working","Higher education","Married","House / apartment",-18582,-5084,1,0,0,0,"Managers",2
"956",5089474,0,"M","N","N",0,180000,"Working","Higher education","Married","House / apartment",-14344,-3443,1,0,0,0,"Laborers",2
"568",5028737,0,"M","N","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12483,-4039,1,0,0,0,"Managers",2
"814",5038615,0,"F","N","N",1,112500,"Commercial associate","Higher education","Married","With parents",-12331,-3272,1,0,0,0,"Core staff",3
"1052",5150221,0,"M","Y","Y",0,116100,"Working","Secondary / secondary special","Married","House / apartment",-10136,-2441,1,0,0,0,"Laborers",2
"1416",5142547,0,"F","Y","Y",0,157500,"Commercial associate","Higher education","Single / not married","House / apartment",NA,-1138,1,0,0,0,"Private service staff",1
"176",5118538,0,"F","N","Y",1,81000,"Working","Secondary / secondary special","Married","Municipal apartment",-15749,-6367,1,1,1,0,"Cleaning staff",3
"1004",5028569,0,"F","Y","Y",0,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15653,-5500,1,0,0,1,"Core staff",2
"297",5117754,0,"M","Y","N",0,306000,"Working","Secondary / secondary special","Married","House / apartment",-16011,-1649,1,0,0,0,"Managers",2
"187",5125478,0,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20661,365243,1,0,0,0,"",2
"576",5149034,0,"F","N","Y",0,180000,"State servant","Higher education","Married","House / apartment",-17483,-1203,1,0,0,0,"Core staff",2
"952",5091880,0,"F","Y","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18463,-7048,1,0,0,0,"Accountants",2
"704",5113302,0,"M","N","Y",1,180000,"Working","Higher education","Married","With parents",-15670,-1654,1,0,0,0,"Cooking staff",3
"200",5143016,0,"M","N","N",0,180000,"Commercial associate","Secondary / secondary special","Civil marriage","Rented apartment",-14542,-3179,1,0,0,0,"Laborers",2
"628",5028946,0,"F","N","Y",0,90000,"State servant","Secondary / secondary special","Married","House / apartment",-17420,-234,1,0,0,0,"",2
"925",5142920,0,"F","N","N",1,292500,"Working","Incomplete higher","Married","House / apartment",-12454,-4030,1,1,1,0,"Sales staff",3
"1528",5024096,0,"F","Y","N",0,126000,"State servant","Incomplete higher","Single / not married","House / apartment",-11978,-5206,1,1,0,0,"Core staff",1
"720",5149592,0,"F","N","Y",0,157500,"Working","Higher education","Married","House / apartment",-12289,-1812,1,0,1,0,"Core staff",2
"587",5095896,0,"F","N","N",1,112500,"Commercial associate","Higher education","Married","House / apartment",-16018,-2532,1,1,1,0,"Managers",3
"554",5078931,0,"M","N","N",0,112500,"Commercial associate","Secondary / secondary special","Single / not married","Municipal apartment",-15853,-298,1,0,1,0,"Laborers",1
"1091",5061773,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21049,365243,1,0,0,0,"",1
"410",5045203,0,"F","Y","Y",0,139500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21009,365243,1,0,0,0,"",2
"382",5021682,0,"M","N","Y",0,NA,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-18745,-3653,1,0,0,0,"Cleaning staff",1
"399",5009053,0,"F","N","Y",2,202500,"Working","Higher education","Married","House / apartment",-10997,-2289,1,0,0,1,"Core staff",4
"1516",5021968,0,"F","N","N",1,103500,"Working","Secondary / secondary special","Married","House / apartment",-11720,-1191,1,0,0,0,"Sales staff",3
"904",5050894,0,"M","Y","N",0,292500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18875,365243,1,0,0,0,"",2
"1194",5033496,0,"M","Y","N",1,202500,"Commercial associate","Higher education","Married","With parents",-9956,-444,1,0,0,0,"Managers",3
"1076",5010238,0,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-16507,-4331,1,0,0,0,"Drivers",2
"211",5125158,0,"M","N","Y",1,234000,"Working","Secondary / secondary special","Married","House / apartment",-11970,-1748,1,0,0,0,"Laborers",3
"1540",5149946,0,"F","N","Y",0,180000,"Working","Higher education","Married","House / apartment",-22228,-686,1,1,1,0,"High skill tech staff",2
"1318",5090383,0,"F","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15421,-1198,1,0,1,0,"Laborers",2
"1340",5105550,0,"F","N","Y",0,112500,"Working","Higher education","Married","With parents",-9310,-825,1,0,0,0,"Core staff",2
"1067",5090493,0,"F","N","N",0,121500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21310,365243,1,0,0,0,"",2
"1231",5112975,0,"F","N","N",3,171000,"Working","Secondary / secondary special","Married","House / apartment",-13692,-3505,1,1,1,0,"High skill tech staff",5
"872",5044939,0,"M","N","Y",2,360000,"State servant","Higher education","Married","House / apartment",-16027,-5639,1,0,1,0,"Managers",4
"216",5085769,0,"F","N","Y",0,NA,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19310,-1477,1,0,0,0,"Cleaning staff",2
"1412",5061145,0,"F","Y","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21454,365243,1,0,0,0,"",2
"1123",5052883,0,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-17915,-3366,1,0,0,0,"Drivers",2
"1033",5028616,0,"M","N","Y",1,135000,"Working","Higher education","Married","House / apartment",-9403,-1999,1,1,1,0,"High skill tech staff",3
"1350",5024582,0,"F","Y","Y",2,315000,"State servant","Secondary / secondary special","Married","House / apartment",-12348,-1220,1,0,0,0,"Managers",4
"1214",5047787,0,"F","Y","Y",0,225000,"Commercial associate","Higher education","Married","House / apartment",-10457,-979,1,0,0,0,"",2
"214",5105685,0,"F","N","Y",2,144000,"Working","Secondary / secondary special","Married","House / apartment",-14132,-2805,1,1,1,0,"Private service staff",4
"527",5146467,0,"M","Y","N",0,360000,"State servant","Higher education","Married","House / apartment",-9983,-1923,1,0,0,0,"",2
"735",5048425,0,"F","N","Y",0,171000,"Working","Secondary / secondary special","Single / not married","House / apartment",-19881,-8405,1,0,1,0,"Accountants",1
"393",5143164,0,"F","N","N",2,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13791,-1353,1,1,0,0,"Accountants",4
"1452",5145964,0,"F","N","N",2,130500,"Working","Secondary / secondary special","Married","House / apartment",-15436,-3476,1,0,0,0,"Sales staff",4
"188",5046340,0,"M","N","Y",1,180000,"Working","Lower secondary","Married","House / apartment",-10581,-1692,1,1,0,0,"",3
"476",5143515,0,"F","N","Y",0,247500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23280,365243,1,0,0,0,"",1
"703",5125585,0,"F","N","Y",0,121500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22571,365243,1,0,1,0,"",2
"1334",5142153,0,"M","Y","Y",0,450000,"Working","Secondary / secondary special","Single / not married","House / apartment",-15960,-3574,1,0,0,0,"High skill tech staff",1
"1534",5100133,0,"M","Y","Y",2,270000,"Commercial associate","Higher education","Married","House / apartment",-13955,-1891,1,0,0,0,"Drivers",4
"803",5113922,0,"F","N","N",0,90000,"Pensioner","Secondary / secondary special","Single / not married","Municipal apartment",-23478,365243,1,0,0,0,"",1
"1178",5033966,0,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15103,-3154,1,0,0,0,"Sales staff",2
"934",5148535,0,"F","N","Y",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-10473,-1721,1,0,1,0,"",3
"899",5079075,0,"F","N","Y",0,216000,"Working","Secondary / secondary special","Married","House / apartment",-15569,-1639,1,1,0,0,"Core staff",2
"1168",5024838,0,"F","N","Y",0,202500,"Commercial associate","Higher education","Single / not married","House / apartment",-14143,-2072,1,0,0,0,"",1
"328",5053114,0,"F","N","Y",0,99000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23849,365243,1,0,0,0,"",2
"911",5010881,0,"F","N","Y",0,45000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20688,365243,1,0,1,0,"",2
"1000",5126517,0,"M","Y","N",0,157500,"Working","Higher education","Married","House / apartment",-20516,-2265,1,0,1,0,"Laborers",2
"867",5048319,0,"F","N","N",0,90000,"Working","Higher education","Separated","House / apartment",-21887,-1526,1,0,0,0,"Core staff",1
"1453",5089658,0,"F","N","N",0,99000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-16378,-370,1,1,0,0,"Core staff",1
"290",5132340,0,"F","N","Y",2,198000,"Commercial associate","Incomplete higher","Separated","House / apartment",-15646,-2811,1,0,0,0,"",3
"1210",5116714,0,"F","N","N",0,135000,"Commercial associate","Secondary / secondary special","Separated","Municipal apartment",-19124,-670,1,0,0,0,"",1
"181",5066765,0,"F","N","Y",1,63000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14550,-2987,1,0,0,0,"Sales staff",3
"450",5139410,0,"F","Y","Y",2,135000,"State servant","Secondary / secondary special","Married","House / apartment",-14439,-6094,1,1,0,0,"Core staff",4
"1096",5053156,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23774,365243,1,0,0,0,"",1
"191",5065764,0,"F","N","Y",0,90000,"Working","Secondary / secondary special","Single / not married","House / apartment",-14746,-693,1,0,0,0,"",1
"359",5100000,0,"F","N","N",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15226,-3414,1,0,0,0,"Sales staff",3
"368",5028697,0,"M","Y","N",1,270000,"Working","Higher education","Married","Rented apartment",-10817,-203,1,0,1,0,"Laborers",3
"1202",5117022,0,"M","Y","Y",2,225000,"Working","Secondary / secondary special","Married","House / apartment",-12462,-279,1,1,0,0,"Laborers",4
"1264",5092147,0,"M","Y","Y",0,NA,"Working","Secondary / secondary special","Single / not married","House / apartment",-10386,-412,1,1,0,0,"",1
"854",5117095,0,"M","Y","Y",0,360000,"Pensioner","Secondary / secondary special","Married","House / apartment",-14010,365243,1,0,0,0,"",2
"1357",5090027,0,"F","N","Y",0,126000,"Working","Higher education","Married","House / apartment",-10075,-460,1,0,1,1,"Core staff",2
"1396",5036870,0,"F","N","Y",0,72000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21821,365243,1,0,0,0,"",2
"480",5025047,0,"F","Y","N",3,112500,"Working","Secondary / secondary special","Married","House / apartment",-11731,-3776,1,1,1,0,"",5
"441",5091405,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17579,-1904,1,1,0,0,"Laborers",1
"967",5009941,0,"F","N","Y",2,157500,"Working","Secondary / secondary special","Married","House / apartment",-10710,-2351,1,0,0,0,"Sales staff",4
"1223",5113374,0,"F","N","Y",1,180000,"Pensioner","Higher education","Married","House / apartment",-18979,365243,1,0,1,0,"",3
"1449",5114166,0,"M","Y","N",1,247500,"Working","Higher education","Married","House / apartment",-9296,-194,1,1,0,1,"",3
"726",5067542,0,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-21180,-2728,1,0,0,0,"",2
"541",5091048,0,"F","N","Y",2,270000,"Commercial associate","Higher education","Married","House / apartment",-15438,-2197,1,0,0,1,"Secretaries",4
"1402",5045623,0,"F","N","Y",1,270000,"State servant","Secondary / secondary special","Married","House / apartment",-14400,-2512,1,0,0,0,"Medicine staff",3
"1001",5146114,0,"F","N","Y",0,157500,"State servant","Higher education","Separated","House / apartment",-20763,-11389,1,0,1,0,"",1
"1455",5113259,0,"F","Y","Y",0,247500,"Working","Secondary / secondary special","Single / not married","With parents",-11770,-285,1,0,0,0,"Sales staff",1
"1152",5074735,0,"M","Y","Y",2,216000,"State servant","Higher education","Married","House / apartment",-11121,-2565,1,0,0,0,"High skill tech staff",4
"552",5061076,0,"M","Y","N",0,157500,"State servant","Secondary / secondary special","Married","House / apartment",-14926,-3242,1,1,0,0,"",2
"502",5113854,0,"M","N","N",0,202500,"Working","Secondary / secondary special","Single / not married","House / apartment",-15323,-8290,1,1,0,0,"Laborers",1
"702",5046398,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-24216,365243,1,0,0,0,"",1
"648",5009319,0,"F","Y","N",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20140,365243,1,0,1,1,"",2
"1095",5149368,0,"F","N","Y",0,180000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-21369,365243,1,0,1,0,"",2
"257",5085990,0,"F","Y","Y",0,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21717,365243,1,0,0,0,"",2
"1302",5116817,0,"M","N","Y",0,85500,"State servant","Secondary / secondary special","Separated","Co-op apartment",-16542,-8737,1,1,1,0,"Core staff",1
"1351",5105878,0,"F","N","N",1,387000,"Commercial associate","Higher education","Married","House / apartment",-15220,-727,1,0,0,0,"",3
"1158",5037254,0,"M","N","N",0,166500,"Working","Secondary / secondary special","Single / not married","House / apartment",-8401,-450,1,0,0,1,"Laborers",1
"721",5024103,0,"M","N","Y",0,NA,"Working","Secondary / secondary special","Married","House / apartment",-20185,-2589,1,0,0,0,"Security staff",2
"894",5052811,0,"F","N","Y",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-17189,-4523,1,0,0,0,"Managers",2
"1339",5142698,0,"F","Y","N",0,95850,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18931,-6678,1,1,0,0,"Laborers",2
"1508",5117190,0,"F","N","Y",3,207000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-15267,-461,1,1,1,0,"",4
"1235",5029400,0,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-19125,365243,1,0,0,0,"",2
"356",5010526,0,"M","Y","Y",1,450000,"Working","Higher education","Married","Office apartment",-18476,-2625,1,0,0,0,"Managers",3
"222",5067149,0,"M","N","N",2,225000,"Working","Incomplete higher","Married","House / apartment",-13969,-263,1,0,0,0,"",4
"1342",5036219,0,"F","N","Y",0,99000,"Working","Secondary / secondary special","Married","House / apartment",-15590,-890,1,0,0,0,"Sales staff",2
"919",5143402,0,"M","Y","Y",0,144000,"Commercial associate","Higher education","Married","House / apartment",-19270,-2356,1,0,1,0,"Managers",2
"1407",5116621,0,"F","Y","Y",1,157500,"State servant","Secondary / secondary special","Married","House / apartment",-13811,-3380,1,0,0,0,"Laborers",3
"1304",5022930,0,"F","N","Y",0,270000,"Working","Higher education","Married","House / apartment",-9154,-187,1,0,0,1,"Laborers",2
"426",5087994,0,"M","Y","Y",1,180000,"Commercial associate","Incomplete higher","Civil marriage","House / apartment",-15547,-6645,1,0,0,0,"",3
"1020",5021730,0,"F","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16971,-1375,1,0,0,1,"Cleaning staff",3
"273",5066597,0,"F","N","N",1,360000,"Commercial associate","Higher education","Civil marriage","House / apartment",-14805,-1922,1,0,0,0,"Sales staff",3
"1085",5118560,0,"F","N","Y",0,126000,"Working","Secondary / secondary special","Single / not married","House / apartment",-16849,-2896,1,0,1,0,"Cooking staff",1
"618",5095631,0,"M","Y","N",1,180000,"Working","Higher education","Married","House / apartment",-11178,-219,1,0,0,0,"Drivers",3
"1345",5009663,0,"M","N","N",0,225000,"Working","Higher education","Single / not married","House / apartment",-10166,-1774,1,1,0,0,"",1
"1228",5113171,0,"F","Y","Y",1,67500,"Working","Secondary / secondary special","Married","House / apartment",-11454,-1678,1,0,1,1,"Cooking staff",3
"178",5066689,0,"F","N","Y",0,180000,"Commercial associate","Higher education","Civil marriage","House / apartment",-12946,-341,1,0,1,1,"Sales staff",2
"1474",5143314,0,"M","N","Y",0,114750,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21268,365243,1,0,0,0,"",1
"1150",5045742,0,"M","Y","N",0,225000,"Commercial associate","Higher education","Married","House / apartment",-13271,-1569,1,0,0,0,"",2
"434",5041869,0,"M","Y","N",0,99000,"State servant","Secondary / secondary special","Married","House / apartment",-19433,-521,1,1,1,0,"Core staff",2
"645",5041066,0,"F","N","Y",0,103500,"Working","Secondary / secondary special","Single / not married","House / apartment",-17461,-2134,1,0,0,0,"Sales staff",1
"422",5090780,0,"F","N","N",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-12047,-3443,1,0,0,0,"Managers",3
"882",5105422,0,"F","N","Y",0,193500,"Working","Secondary / secondary special","Single / not married","House / apartment",-18449,-9683,1,0,0,0,"",1
"1139",5113847,0,"F","N","Y",0,225000,"Working","Secondary / secondary special","Widow","House / apartment",-19890,-2384,1,1,0,0,"High skill tech staff",1
"845",5104953,0,"M","Y","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-21684,-2422,1,0,0,0,"Drivers",2
"982",5029184,0,"F","N","Y",1,108000,"Working","Secondary / secondary special","Married","House / apartment",-15973,-4603,1,0,0,0,"Laborers",3
"1078",5090705,0,"F","N","N",0,202500,"Pensioner","Higher education","Single / not married","House / apartment",-23290,365243,1,0,0,0,"",1
"428",5068747,0,"F","N","N",0,157500,"Working","Higher education","Civil marriage","With parents",-13231,-201,1,0,0,0,"Accountants",2
"417",5091753,0,"M","Y","N",2,135000,"Working","Higher education","Married","House / apartment",-12725,-1631,1,0,0,0,"Core staff",4
"722",5009845,0,"M","Y","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-15901,-130,1,1,0,0,"Security staff",2
"420",5137542,0,"F","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-18881,-3153,1,1,0,0,"Cooking staff",2
"1523",5088689,0,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-18719,-1473,1,1,1,0,"Laborers",3
"1375",5113180,0,"M","Y","Y",0,135000,"Commercial associate","Higher education","Civil marriage","House / apartment",-17538,-613,1,0,0,0,"Core staff",2
"834",5142899,0,"F","N","N",0,112500,"Commercial associate","Higher education","Single / not married","With parents",-9052,-227,1,0,0,0,"Laborers",1
"1445",5068262,0,"F","N","N",2,157500,"State servant","Higher education","Married","House / apartment",-12636,-5345,1,0,0,0,"Medicine staff",4
"1319",5088687,0,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-18719,-1473,1,1,1,0,"Laborers",3
"1106",5113841,0,"F","N","Y",0,135000,"Commercial associate","Higher education","Married","House / apartment",-8961,-923,1,1,0,1,"Core staff",2
"847",5091792,0,"M","Y","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-15216,-2969,1,1,0,0,"Low-skill Laborers",3
"639",5053678,0,"F","Y","Y",0,225000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-12075,-1430,1,0,1,0,"High skill tech staff",1
"1058",5041320,0,"F","N","N",0,157500,"Working","Higher education","Single / not married","Office apartment",-18973,-3289,1,0,0,0,"Laborers",1
"361",5090925,0,"F","N","Y",0,243000,"Commercial associate","Secondary / secondary special","Married","With parents",-17000,-3412,1,0,0,0,"Laborers",2
"807",5085861,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-18199,-5190,1,0,0,0,"Cleaning staff",2
"706",5053918,0,"F","Y","N",0,225000,"Working","Higher education","Civil marriage","House / apartment",-14438,-2433,1,0,0,0,"Managers",2
"603",5105791,0,"M","N","N",0,121500,"State servant","Incomplete higher","Single / not married","House / apartment",-8947,-1611,1,1,0,0,"Laborers",1
"860",5125771,0,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-23360,-469,1,0,0,0,"",2
"876",5105565,0,"M","N","Y",0,135000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-23094,365243,1,0,1,0,"",2
"839",5092221,0,"M","N","N",0,67500,"State servant","Secondary / secondary special","Married","House / apartment",-11654,-2818,1,0,0,0,"Laborers",2
